"Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"viandes, œufs, poissons","charcuteries","Pâté breton",4.73,1.34e-7,1.26,0.0129,4.69e-7,5.45e-8,4.28e-9,0.06,0.000662,0.0182,0.248,116,206,1.66,54.9,0.000017
"viandes, œufs, poissons","charcuteries","Pâté de foie de porc",2.81,1.06e-7,0.908,0.00843,2.43e-7,3.17e-8,2.79e-9,0.0288,0.000386,0.00905,0.113,56.3,95.1,0.858,40,0.00000945
"viandes, œufs, poissons","charcuteries","Pâté de foie de porc, supérieur",2.82,1.07e-7,0.908,0.00852,2.45e-7,3.21e-8,2.83e-9,0.029,0.000395,0.00924,0.114,57,97.6,0.867,40.1,0.00000949
"viandes, œufs, poissons","charcuteries","Pâté de foie de volaille",2.4,1.03e-7,0.796,0.00804,2.29e-7,2.9e-8,2.62e-9,0.0267,0.00035,0.0078,0.105,44.8,75.4,0.767,37.2,0.00000799
"viandes, œufs, poissons","charcuteries","Pâté de foie d'oie",2.49,1.07e-7,0.884,0.00833,2.49e-7,2.99e-8,2.71e-9,0.0296,0.000373,0.00832,0.118,45.1,80,0.807,40,0.00000825
"viandes, œufs, poissons","charcuteries","Pâté de gibier",4.73,1.34e-7,1.26,0.0129,4.69e-7,5.45e-8,4.28e-9,0.06,0.000662,0.0182,0.248,116,206,1.66,54.9,0.000017
"viandes, œufs, poissons","charcuteries","Pâté de lapin",5.63,1.57e-7,1.17,0.0184,7.91e-7,7.54e-8,5.88e-9,0.104,0.0009,0.0264,0.442,150,280,2.06,63.2,0.0000209
"viandes, œufs, poissons","charcuteries","Pâté en croûte",11.3,1.7e-7,1.54,0.0242,0.00000136,1.65e-7,7.74e-9,0.19,0.00104,0.0444,0.822,171,855,2.6,72.3,0.0000267
"viandes, œufs, poissons","charcuteries","Pâté ou terrine aux champignons (forestier)",4.08,1.24e-7,0.908,0.0106,2.93e-7,7e-8,3.47e-9,0.0341,0.000483,0.0132,0.134,60.3,121,13.2,55.5,0.0000119
"viandes, œufs, poissons","charcuteries","Pâté ou terrine de campagne",4.73,1.34e-7,1.26,0.0129,4.69e-7,5.45e-8,4.28e-9,0.06,0.000662,0.0182,0.248,116,206,1.66,54.9,0.000017
"viandes, œufs, poissons","charcuteries","Pied de porc demi-sel",4.6,8.19e-8,1.51,0.0114,4.65e-7,5.29e-8,3.15e-9,0.0619,0.000627,0.0178,0.262,116,212,1.45,55.6,0.000022
"viandes, œufs, poissons","charcuteries","Poitrine de porc demi-sel",8.4,1.31e-7,2.18,0.02,9.28e-7,9.6e-8,6.14e-9,0.126,0.00115,0.0363,0.541,238,441,2.77,83.3,0.0000369
"viandes, œufs, poissons","charcuteries","Poitrine de porc, fumée, crue",6.58,1.01e-7,1.3,0.0156,7.3e-7,7.24e-8,4.78e-9,0.0996,0.000882,0.0286,0.427,188,349,2.16,56.5,0.0000259
"viandes, œufs, poissons","charcuteries","Quenelle de poisson, crue",5.76,6.43e-7,0.777,0.0712,8.92e-7,4.82e-8,3.49e-9,0.117,0.000413,0.0314,0.361,53.6,129,0.552,68.9,0.0000276
"viandes, œufs, poissons","charcuteries","Quenelle de poisson, en sauce",5.84,6.47e-7,1.32,0.0715,8.98e-7,5.27e-8,3.6e-9,0.118,0.00045,0.0316,0.362,54.4,129,0.584,80.8,0.0000317
"viandes, œufs, poissons","charcuteries","Quenelle de veau, en sauce",6.76,6.13e-7,1.52,0.0135,5.55e-7,8.43e-8,3.78e-9,0.0778,0.000628,0.023,0.333,91.7,317,1.04,58.2,0.0000318
"viandes, œufs, poissons","charcuteries","Quenelle de volaille, crue",5.28,6.1e-7,0.935,0.0153,7.1e-7,7.65e-8,4.35e-9,0.0975,0.000772,0.026,0.423,114,302,1.52,48,0.0000303
"viandes, œufs, poissons","charcuteries","Quenelle de volaille, en sauce",5.37,6.13e-7,1.47,0.0157,7.16e-7,8.11e-8,4.45e-9,0.0981,0.000809,0.0261,0.424,114,303,1.56,60,0.0000345
"viandes, œufs, poissons","charcuteries","Quenelle nature, crue",2.42,5.66e-7,0.752,0.00616,2.03e-7,3.18e-8,1.64e-9,0.0273,0.000329,0.0102,0.116,35.6,127,0.497,28.9,0.0000203
"viandes, œufs, poissons","charcuteries","Rillettes de canard",6.51,5.44e-7,3.05,0.0122,4.12e-7,3.88e-8,3.75e-9,0.0522,0.000621,0.0133,0.214,65.2,133,1.2,101,0.0000129
"viandes, œufs, poissons","charcuteries","Rillettes de poulet",5.68,1.59e-7,0.912,0.0207,0.00000106,8.9e-8,5.83e-9,0.142,0.00107,0.0326,0.617,159,327,2.56,65.6,0.0000248
"viandes, œufs, poissons","charcuteries","Rillettes de Tours",7.87,1.62e-7,1.81,0.0183,8.51e-7,8.95e-8,5.61e-9,0.115,0.0011,0.034,0.493,215,407,2.63,78,0.0000319
"viandes, œufs, poissons","charcuteries","Rillettes d'oie",3.49,1.28e-7,1.53,0.00888,4.12e-7,3.77e-8,2.44e-9,0.0549,0.000573,0.0143,0.234,65.2,153,1.23,59.6,0.0000142
"viandes, œufs, poissons","charcuteries","Rillettes du Mans",7.58,1.58e-7,1.76,0.0176,8.18e-7,8.48e-8,5.37e-9,0.11,0.00105,0.0326,0.473,207,389,2.53,75.7,0.0000307
"viandes, œufs, poissons","charcuteries","Rillettes pur oie",3.49,1.28e-7,1.53,0.00888,4.12e-7,3.77e-8,2.44e-9,0.0549,0.000573,0.0143,0.234,65.2,153,1.23,59.6,0.0000142
"viandes, œufs, poissons","charcuteries","Rillettes pur porc",7.42,1.56e-7,1.73,0.0172,7.99e-7,8.3e-8,5.25e-9,0.108,0.00103,0.0319,0.462,202,380,2.48,74.5,0.0000301
"viandes, œufs, poissons","charcuteries","Rillettes traditionnelles de porc",7.42,1.56e-7,1.73,0.0172,7.99e-7,8.3e-8,5.25e-9,0.108,0.00103,0.0319,0.462,202,380,2.48,74.5,0.0000301
"viandes, œufs, poissons","charcuteries","Rond de jambon cuit",7.65,0.00000151,1.78,0.0181,7.96e-7,8.39e-8,5.39e-9,0.107,0.00113,0.0314,0.456,201,374,2.48,77.4,0.0000607
"viandes, œufs, poissons","charcuteries","Rosette ou Fuseau",8.25,0.00000189,2.27,0.0196,8.42e-7,9.02e-8,5.8e-9,0.112,0.00123,0.0329,0.473,210,391,2.65,91.6,0.0000746
"viandes, œufs, poissons","charcuteries","Rôti de volaille en salaison, cuit",7.89,0.00000187,1.29,0.0292,0.00000147,1.26e-7,8.27e-9,0.197,0.00155,0.0442,0.855,224,450,3.48,89.7,0.0000776
"viandes, œufs, poissons","charcuteries","Roulade de porc pistachée",7.36,0.00000151,1.92,0.0177,7.71e-7,8.47e-8,5.26e-9,0.103,0.00109,0.0299,0.438,194,361,2.42,79,0.0000657
"viandes, œufs, poissons","charcuteries","Salami",8.25,0.00000189,2.27,0.0196,8.42e-7,9.02e-8,5.8e-9,0.112,0.00123,0.0329,0.473,210,391,2.65,91.6,0.0000746
"viandes, œufs, poissons","charcuteries","Salami porc et boeuf",8.34,0.00000191,2.29,0.0199,8.51e-7,9.11e-8,5.86e-9,0.113,0.00124,0.0332,0.478,212,395,2.68,92.5,0.0000753
"viandes, œufs, poissons","charcuteries","Salami pur porc",8.25,0.00000189,2.27,0.0196,8.42e-7,9.02e-8,5.8e-9,0.112,0.00123,0.0329,0.473,210,391,2.65,91.6,0.0000746
"viandes, œufs, poissons","charcuteries","Salami type danois",8.25,0.00000189,2.27,0.0196,8.42e-7,9.02e-8,5.8e-9,0.112,0.00123,0.0329,0.473,210,391,2.65,91.6,0.0000746
"viandes, œufs, poissons","charcuteries","Saucisse alsacienne fumée ou Gendarme",5.37,8.97e-8,1.98,0.013,5.78e-7,6.57e-8,3.91e-9,0.0781,0.000763,0.023,0.332,146,271,1.77,67.6,0.0000258
"viandes, œufs, poissons","charcuteries","Saucisse cocktail",12.3,8.72e-8,1.68,0.0206,0.00000119,1.79e-7,5.63e-9,0.172,0.000741,0.0392,0.756,106,770,1.51,60.9,0.0000259
"viandes, œufs, poissons","charcuteries","Saucisse de bière",5.54,8.87e-8,1.73,0.0135,5.94e-7,6.36e-8,3.97e-9,0.08,0.000786,0.0232,0.34,150,279,1.83,62.8,0.0000255
"viandes, œufs, poissons","charcuteries","Saucisse de foie",11.8,8.8e-8,1.68,0.0204,0.00000112,1.68e-7,5.38e-9,0.162,0.000745,0.0371,0.709,104,719,1.57,63.2,0.0000253
"viandes, œufs, poissons","charcuteries","Saucisse de Francfort",5.38,8.71e-8,1.72,0.0128,5.88e-7,6.32e-8,3.96e-9,0.0796,0.000771,0.0231,0.34,150,278,1.78,60.9,0.0000257
"viandes, œufs, poissons","charcuteries","Saucisse de jambon pur porc",5.54,8.87e-8,1.73,0.0135,5.94e-7,6.36e-8,3.97e-9,0.08,0.000786,0.0232,0.34,150,279,1.83,62.8,0.0000255
"viandes, œufs, poissons","charcuteries","Saucisse de Montbéliard",5.37,8.97e-8,1.98,0.013,5.78e-7,6.57e-8,3.91e-9,0.0781,0.000763,0.023,0.332,146,271,1.77,67.6,0.0000258
"viandes, œufs, poissons","charcuteries","Saucisse de Morteau",5.37,8.97e-8,1.98,0.013,5.78e-7,6.57e-8,3.91e-9,0.0781,0.000763,0.023,0.332,146,271,1.77,67.6,0.0000258
"viandes, œufs, poissons","charcuteries","Saucisse de Morteau, bouillie/cuite à l'eau",5.37,8.97e-8,1.98,0.013,5.78e-7,6.57e-8,3.91e-9,0.0781,0.000763,0.023,0.332,146,271,1.77,67.6,0.0000258
"viandes, œufs, poissons","charcuteries","Saucisse de Strasbourg ou Knack",12.4,8.88e-8,1.68,0.0208,0.00000119,1.8e-7,5.66e-9,0.173,0.000757,0.0393,0.757,106,771,1.55,62.3,0.0000262
"viandes, œufs, poissons","charcuteries","Saucisse de Toulouse, crue",12,1.27e-7,1.51,0.0242,0.00000125,1.49e-7,7.12e-9,0.176,0.00118,0.0455,0.766,228,700,2.77,70.5,0.0000339
"viandes, œufs, poissons","charcuteries","Saucisse de Toulouse, cuite",12.3,1.37e-7,2.45,0.025,0.00000127,1.58e-7,7.31e-9,0.178,0.00124,0.0465,0.771,229,703,2.84,92.3,0.0000388
"viandes, œufs, poissons","charcuteries","Saucisse de volaille, façon charcutière",12.5,1.49e-7,1.62,0.0321,0.00000175,1.95e-7,8.88e-9,0.245,0.00138,0.0541,1.07,203,784,3.12,86.8,0.0000367
"viandes, œufs, poissons","charcuteries","Saucisse de volaille, type Knack",15.1,1.04e-7,2.02,0.0251,0.00000145,2.18e-7,6.87e-9,0.211,0.000907,0.0478,0.925,128,943,1.86,73.9,0.0000307
"viandes, œufs, poissons","charcuteries","Saucisse sèche",7.41,1.14e-7,2.2,0.0173,8.14e-7,8.24e-8,5.46e-9,0.11,0.00104,0.0321,0.471,208,387,2.37,77.8,0.0000304
"viandes, œufs, poissons","charcuteries","Saucisse viennoise, crue",11.9,1.26e-7,1.51,0.0236,0.00000125,1.49e-7,7.11e-9,0.176,0.00116,0.0454,0.765,228,699,2.72,68.6,0.0000341
"viandes, œufs, poissons","charcuteries","Saucisson à l'ail",9.42,1.02e-7,2.02,0.0186,9.61e-7,1.39e-7,5.59e-9,0.136,0.000892,0.0353,0.589,156,563,1.94,71.2,0.0000297
"viandes, œufs, poissons","charcuteries","Saucisson brioché, cuit",4.88,7.98e-8,2.1,0.0119,4.96e-7,6.11e-8,3.62e-9,0.0673,0.000692,0.0216,0.286,115,261,1.4,66.2,0.0000225
"viandes, œufs, poissons","charcuteries","Saucisson cuit pur porc",9.64,1.49e-7,3.3,0.023,0.00000103,1.08e-7,6.97e-9,0.139,0.00137,0.0405,0.592,261,485,3.12,113,0.0000423
"viandes, œufs, poissons","charcuteries","Saucisson de Paris",8.15,0.00000151,2.78,0.0194,8.4e-7,9.29e-8,5.82e-9,0.112,0.00122,0.0327,0.473,209,390,2.63,100,0.0000692
"viandes, œufs, poissons","charcuteries","Saucisson de Paris, fumé",8.15,0.00000151,2.78,0.0194,8.4e-7,9.29e-8,5.82e-9,0.112,0.00122,0.0327,0.473,209,390,2.63,100,0.0000692
"viandes, œufs, poissons","charcuteries","Saucisson sec",7.33,1.13e-7,2.18,0.0171,8.06e-7,8.15e-8,5.4e-9,0.109,0.00103,0.0318,0.467,206,383,2.34,77,0.0000301
"viandes, œufs, poissons","charcuteries","Saucisson sec aux noix et/ou noisettes",7.41,1.14e-7,2.2,0.0173,8.14e-7,8.24e-8,5.46e-9,0.11,0.00104,0.0321,0.471,208,387,2.37,77.8,0.0000304
"viandes, œufs, poissons","charcuteries","Saucisson sec pur porc",7.33,1.13e-7,2.18,0.0171,8.06e-7,8.15e-8,5.4e-9,0.109,0.00103,0.0318,0.467,206,383,2.34,77,0.0000301
"viandes, œufs, poissons","charcuteries","Saucisson sec pur porc, qualité supérieure",7.33,1.13e-7,2.18,0.0171,8.06e-7,8.15e-8,5.4e-9,0.109,0.00103,0.0318,0.467,206,383,2.34,77,0.0000301
"viandes, œufs, poissons","charcuteries","Terrine de canard",6.1,4.19e-7,1.62,0.0126,4.45e-7,4.68e-8,4.07e-9,0.0569,0.000639,0.0161,0.235,96.9,175,1.54,65.8,0.0000147
"viandes, œufs, poissons","charcuteries","Terrine de lapin",5.8,1.76e-7,1.25,0.0191,7.97e-7,7.68e-8,5.93e-9,0.105,0.000915,0.0267,0.445,151,280,2.07,66.3,0.0000219
"viandes, œufs, poissons","mollusques et crustacés crus","Calmar ou calamar ou encornet, cru",6.11,1.44e-7,0.269,0.109,0.00000113,3.08e-8,3.47e-9,0.146,0.000299,0.0365,0.393,34.1,8.03,0.303,79.7,0.0000152
"viandes, œufs, poissons","mollusques et crustacés crus","Coquille Saint-Jacques, noix et corail, crue",9.89,2.87e-7,0.519,0.139,0.00000142,7e-8,5.72e-9,0.182,0.000796,0.0467,0.506,80.8,24.8,0.435,124,0.0000603
"viandes, œufs, poissons","mollusques et crustacés crus","Coquille Saint-Jacques, noix, crue",9.89,2.87e-7,0.519,0.139,0.00000142,7e-8,5.72e-9,0.182,0.000796,0.0467,0.506,80.8,24.8,0.435,124,0.0000603
"viandes, œufs, poissons","mollusques et crustacés crus","Crevette rose, crue",20.4,0.00000205,1.91,0.0771,0.00000129,2.79e-7,1.86e-8,0.122,0.00852,0.121,0.32,338,248,178,234,0.0000571
"viandes, œufs, poissons","mollusques et crustacés crus","Crevette, crue",20.4,0.00000205,1.91,0.0771,0.00000129,2.79e-7,1.86e-8,0.122,0.00852,0.121,0.32,338,248,178,234,0.0000571
"viandes, œufs, poissons","mollusques et crustacés crus","Crevette, surgelée, crue",19.9,0.00000204,1.98,0.077,0.00000129,2.79e-7,1.86e-8,0.124,0.00926,0.121,0.325,344,248,178,231,0.0000578
"viandes, œufs, poissons","mollusques et crustacés crus","Huître creuse, crue",5.33,1.02e-7,0.911,0.0304,1.83e-7,4.24e-8,2.19e-9,0.0248,0.000655,0.0101,0.0977,26.2,243,0.965,82,0.0000222
"viandes, œufs, poissons","mollusques et crustacés crus","Huître plate, crue",5.33,1.02e-7,0.911,0.0304,1.83e-7,4.24e-8,2.19e-9,0.0248,0.000655,0.0101,0.0977,26.2,243,0.965,82,0.0000222
"viandes, œufs, poissons","mollusques et crustacés crus","Huître, sans précision, crue",5.33,1.02e-7,0.911,0.0304,1.83e-7,4.24e-8,2.19e-9,0.0248,0.000655,0.0101,0.0977,26.2,243,0.965,82,0.0000222
"viandes, œufs, poissons","mollusques et crustacés crus","Langoustine, crue",39.2,0.00000132,2.78,0.405,0.00000368,6.21e-7,3.6e-8,0.497,0.00754,0.128,1.37,308,83.2,2.7,589,0.000851
"viandes, œufs, poissons","mollusques et crustacés crus","Moule commune, crue",5.33,1.02e-7,0.911,0.0304,1.83e-7,4.24e-8,2.19e-9,0.0248,0.000655,0.0101,0.0977,26.2,243,0.965,82,0.0000222
"viandes, œufs, poissons","mollusques et crustacés crus","Moule de Méditerranée, crue",5.33,1.02e-7,0.911,0.0304,1.83e-7,4.24e-8,2.19e-9,0.0248,0.000655,0.0101,0.0977,26.2,243,0.965,82,0.0000222
"viandes, œufs, poissons","mollusques et crustacés crus","Pecten d'Amérique ou Peigne du canada, noix, crue",9.89,2.87e-7,0.519,0.139,0.00000142,7e-8,5.72e-9,0.182,0.000796,0.0467,0.506,80.8,24.8,0.435,124,0.0000603
"viandes, œufs, poissons","mollusques et crustacés crus","Pétoncle ou Peigne du Pérou, noix, crue",9.89,2.87e-7,0.519,0.139,0.00000142,7e-8,5.72e-9,0.182,0.000796,0.0467,0.506,80.8,24.8,0.435,124,0.0000603
"viandes, œufs, poissons","mollusques et crustacés cuits","Calmar ou calamar ou encornet, bouilli/cuit à l'eau",6.86,1.82e-7,0.498,0.133,0.00000138,3.32e-8,4.14e-9,0.178,0.000281,0.0439,0.478,39.3,9.73,0.272,97.5,0.0000191
"viandes, œufs, poissons","mollusques et crustacés cuits","Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",6.78,1.79e-7,0.402,0.132,0.00000137,3.26e-8,4.16e-9,0.178,0.000279,0.044,0.478,39.7,12.9,0.268,94.4,0.0000183
"viandes, œufs, poissons","mollusques et crustacés cuits","Coquille Saint-Jacques, noix et corail, cuite",11.8,3.5e-7,0.875,0.169,0.00000173,8.64e-8,6.98e-9,0.222,0.000969,0.057,0.617,98.6,30.5,0.448,151,0.0000746
"viandes, œufs, poissons","mollusques et crustacés cuits","Crabe ou Tourteau, bouilli/cuit à l'eau",33,0.00000141,4.24,0.403,0.00000433,6.12e-7,4.25e-8,0.541,0.00901,0.131,1.38,276,90.8,2.36,515,0.00104
"viandes, œufs, poissons","mollusques et crustacés cuits","Crevette, cuite",25.7,0.00000641,2.62,0.0972,0.00000161,3.55e-7,2.34e-8,0.153,0.0106,0.149,0.4,418,316,218,303,0.000166
"viandes, œufs, poissons","mollusques et crustacés cuits","Homard, bouilli/cuit à l'eau",41.6,0.00000143,3.43,0.43,0.00000389,6.66e-7,3.84e-8,0.527,0.00806,0.137,1.45,328,89,2.5,625,0.000906
"viandes, œufs, poissons","mollusques et crustacés cuits","Moule, bouillie/cuite à l'eau",5.92,1.48e-7,1.88,0.0363,2.01e-7,5.47e-8,2.76e-9,0.0292,0.000793,0.0121,0.117,31.7,298,0.847,102,0.0000301
"viandes, œufs, poissons","œufs","Oeuf de cane, cru",1.88,3.58e-8,0.231,0.00694,2.15e-7,2.8e-8,2.23e-9,0.0287,0.00052,0.0126,0.124,61.4,163,0.783,16.6,0.00000697
"viandes, œufs, poissons","œufs","Oeuf de dinde, cru",1.88,3.58e-8,0.231,0.00694,2.15e-7,2.8e-8,2.23e-9,0.0287,0.00052,0.0126,0.124,61.4,163,0.783,16.6,0.00000697
"viandes, œufs, poissons","œufs","Oeuf d'oie, cru",1.88,3.58e-8,0.231,0.00694,2.15e-7,2.8e-8,2.23e-9,0.0287,0.00052,0.0126,0.124,61.4,163,0.783,16.6,0.00000697
"viandes, œufs, poissons","œufs","Oeuf, à la coque",2.74,8e-7,0.99,0.00918,2.39e-7,3.85e-8,2.65e-9,0.0317,0.00062,0.0135,0.133,65.6,164,0.986,43,0.0000314
"viandes, œufs, poissons","œufs","Oeuf, au plat, sans matière grasse",2.4,7.85e-7,0.613,0.00848,2.34e-7,3.5e-8,2.54e-9,0.0311,0.00059,0.0135,0.132,65.4,166,0.925,30.7,0.0000282
"viandes, œufs, poissons","œufs","Oeuf, blanc (blanc d'oeuf), cru",2.07,3.92e-8,0.252,0.00764,2.38e-7,3.09e-8,2.47e-9,0.0319,0.000573,0.014,0.138,68.6,180,0.864,18,0.00000763
"viandes, œufs, poissons","œufs","Oeuf, blanc (blanc d'oeuf), cuit",2.6,7.88e-7,0.634,0.0092,2.57e-7,3.8e-8,2.78e-9,0.0344,0.000645,0.015,0.146,72.7,184,1.01,32.2,0.0000289
"viandes, œufs, poissons","œufs","Oeuf, blanc (blanc d'oeuf), en poudre",12.1,2.57e-7,9.15,0.0458,0.00000142,1.86e-7,1.98e-8,0.196,0.00336,0.0846,0.84,411,1050,5.43,263,0.0000503
"viandes, œufs, poissons","œufs","Oeuf, brouillé, avec matière grasse",3.44,7.92e-7,0.681,0.0103,3.28e-7,4.8e-8,3.07e-9,0.0448,0.00067,0.0173,0.192,80.2,221,1.05,34.1,0.0000303
"viandes, œufs, poissons","œufs","Oeuf, cru",1.88,3.58e-8,0.231,0.00694,2.15e-7,2.8e-8,2.23e-9,0.0287,0.00052,0.0126,0.124,61.4,163,0.783,16.6,0.00000697
"viandes, œufs, poissons","œufs","Oeuf, dur",2.74,8e-7,0.99,0.00918,2.39e-7,3.85e-8,2.65e-9,0.0317,0.00062,0.0135,0.133,65.6,164,0.986,43,0.0000314
"viandes, œufs, poissons","œufs","Oeuf, en poudre",6.66,1.39e-7,4.41,0.0252,7.75e-7,1.01e-7,1.29e-8,0.105,0.00186,0.0455,0.452,222,564,2.95,133,0.0000269
"viandes, œufs, poissons","œufs","Oeuf, jaune (jaune d'oeuf), cru",2.07,3.92e-8,0.252,0.00764,2.38e-7,3.09e-8,2.47e-9,0.0319,0.000573,0.014,0.138,68.6,180,0.864,18,0.00000763
"viandes, œufs, poissons","œufs","Oeuf, jaune (jaune d'oeuf), cuit",2.6,7.88e-7,0.634,0.0092,2.57e-7,3.8e-8,2.78e-9,0.0344,0.000645,0.015,0.146,72.7,184,1.01,32.2,0.0000289
"viandes, œufs, poissons","œufs","Oeuf, jaune (jaune d'oeuf), en poudre",3.68,7.56e-8,1.82,0.014,4.23e-7,5.49e-8,9.13e-9,0.0562,0.00105,0.0242,0.24,118,300,1.6,61.5,0.0000142
"viandes, œufs, poissons","œufs","Oeuf, poché",2.74,8e-7,0.99,0.00918,2.39e-7,3.85e-8,2.65e-9,0.0317,0.00062,0.0135,0.133,65.6,164,0.986,43,0.0000314
"viandes, œufs, poissons","œufs","Omelette au fromage",2.9,5.34e-8,0.885,0.00823,2.83e-7,4.15e-8,2.39e-9,0.0387,0.000503,0.0147,0.166,62.7,181,0.793,33.8,0.00001
"viandes, œufs, poissons","œufs","Omelette aux champignons",3.69,6.49e-8,0.855,0.00863,2.5e-7,4.03e-8,2.15e-9,0.0317,0.000501,0.0149,0.131,62.7,134,16.7,49.9,0.0000116
"viandes, œufs, poissons","œufs","Omelette aux fines herbes",2,4.88e-8,0.834,0.0073,2.12e-7,3.2e-8,2.23e-9,0.0289,0.000482,0.0129,0.124,59.4,151,0.804,31.8,0.00000914
"viandes, œufs, poissons","œufs","Omelette aux lardons",3.71,6.98e-8,1.16,0.0106,4.06e-7,4.92e-8,3.28e-9,0.0555,0.000657,0.0194,0.238,108,231,1.32,44.6,0.0000158
"viandes, œufs, poissons","œufs","Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons)",1.17,3.63e-8,0.732,0.0049,1.22e-7,4.27e-8,1.2e-9,0.0157,0.000273,0.00759,0.0651,28.8,124,2.68,26.7,0.00000738
"viandes, œufs, poissons","poissons crus","Anchois commun, cru",2.51,0.00000153,0.22,0.0295,3.02e-7,2.29e-8,1.23e-9,0.0373,0.00021,0.00954,0.102,14.9,8.29,0.231,36.6,0.0000544
"viandes, œufs, poissons","poissons crus","Bar commun ou loup (Méditerranée), cru, élevage",12.3,0.00000289,1.5,0.0609,7.1e-7,2.63e-7,4.2e-9,0.0648,0.000902,0.549,0.233,134,183,2.62,173,0.0000512
"viandes, œufs, poissons","poissons crus","Bar commun ou loup (Méditerranée), cru, sauvage",10.1,0.0000017,0.278,0.197,0.00000204,4.8e-8,6.1e-9,0.264,0.000419,0.0653,0.71,57.7,13.8,0.414,135,0.0000595
"viandes, œufs, poissons","poissons crus","Bar commun ou loup, cru, sans précision",12.3,0.00000289,1.5,0.0609,7.1e-7,2.63e-7,4.2e-9,0.0648,0.000902,0.549,0.233,134,183,2.62,173,0.0000512
"viandes, œufs, poissons","poissons crus","Bar ou loup de l'Atlantique, cru",12.3,0.00000289,1.5,0.0609,7.1e-7,2.63e-7,4.2e-9,0.0648,0.000902,0.549,0.233,134,183,2.62,173,0.0000512
"viandes, œufs, poissons","poissons crus","Bar rayé ou bar d'Amérique, cru",12.3,0.00000289,1.5,0.0609,7.1e-7,2.63e-7,4.2e-9,0.0648,0.000902,0.549,0.233,134,183,2.62,173,0.0000512
"viandes, œufs, poissons","poissons crus","Bogue, crue",1.81,0.00000152,0.213,0.0143,1.42e-7,1.58e-8,7.76e-10,0.0165,0.000158,0.00446,0.0472,10.2,6.45,0.193,27.6,0.0000427
"viandes, œufs, poissons","poissons crus","Bonite, crue",9.38,0.00000168,0.263,0.189,0.00000196,4.38e-8,5.12e-9,0.255,0.00034,0.0628,0.683,53.6,11.9,0.349,125,0.0000564
"viandes, œufs, poissons","poissons crus","Brème, cru",12.3,0.00000289,1.5,0.0609,7.1e-7,2.63e-7,4.2e-9,0.0648,0.000902,0.549,0.233,134,183,2.62,173,0.0000512
"viandes, œufs, poissons","poissons crus","Cabillaud, cru",12,0.00000175,0.294,0.238,0.00000247,5.65e-8,7.33e-9,0.32,0.000487,0.0789,0.858,69.3,16.2,0.47,160,0.0000641
"viandes, œufs, poissons","poissons crus","Capelan, cru",9.38,0.00000168,0.263,0.189,0.00000196,4.38e-8,5.12e-9,0.255,0.00034,0.0628,0.683,53.6,11.9,0.349,125,0.0000564
"viandes, œufs, poissons","poissons crus","Carangue, cru",4.69,0.00000158,0.261,0.0689,7.28e-7,9.88e-8,3.42e-9,0.0939,0.000788,0.0227,0.244,34.1,11.9,0.483,64.1,0.000167
"viandes, œufs, poissons","poissons crus","Cardine franche, crue",12,0.00000175,0.294,0.238,0.00000247,5.65e-8,7.33e-9,0.32,0.000487,0.0789,0.858,69.3,16.2,0.47,160,0.0000641
"viandes, œufs, poissons","poissons crus","Carpe, crue, élevage",6.17,0.00000185,1.83,0.0275,3.31e-7,7.09e-8,3.28e-9,0.0373,0.0212,0.101,0.129,116,108,36.5,98.6,0.0000557
"viandes, œufs, poissons","poissons crus","Chinchard gras, cru",2.62,0.00000159,0.22,0.0313,3.2e-7,1.8e-8,1.22e-9,0.0399,0.000188,0.0101,0.109,14.5,7.15,0.211,37.2,0.0000432
"viandes, œufs, poissons","poissons crus","Chinchard maigre, cru",2.62,0.00000159,0.22,0.0313,3.2e-7,1.8e-8,1.22e-9,0.0399,0.000188,0.0101,0.109,14.5,7.15,0.211,37.2,0.0000432
"viandes, œufs, poissons","poissons crus","Chinchard, cru",2.62,0.00000159,0.22,0.0313,3.2e-7,1.8e-8,1.22e-9,0.0399,0.000188,0.0101,0.109,14.5,7.15,0.211,37.2,0.0000432
"viandes, œufs, poissons","poissons crus","Congre, cru",12,0.00000175,0.294,0.238,0.00000247,5.65e-8,7.33e-9,0.32,0.000487,0.0789,0.858,69.3,16.2,0.47,160,0.0000641
"viandes, œufs, poissons","poissons crus","Corb, cru",4.69,0.00000158,0.261,0.0689,7.28e-7,9.88e-8,3.42e-9,0.0939,0.000788,0.0227,0.244,34.1,11.9,0.483,64.1,0.000167
"viandes, œufs, poissons","poissons crus","Coulirou, cru",2.62,0.00000159,0.22,0.0313,3.2e-7,1.8e-8,1.22e-9,0.0399,0.000188,0.0101,0.109,14.5,7.15,0.211,37.2,0.0000432
