"Nom base français","Nom attribut français","Nom frontière français","Unité français","Total poste non décomposé","CO2f","CH4f","N2O","Autres GES","Localisation géographique","Date de création","Date de modification","Réglementations","Qualité","Commentaire français"
"Gâteau de riz au caramel","rayon frais",,"kgCO2e/kg de poids net",1.63,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation"
"Gâteau de semoule","appertisé",,"kgCO2e/kg de poids net",1.7,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau de semoule","appertisé",,"kgCO2e/kg de poids net",1.5,,,,,"France continentale","2023-03-16","2024-05-17",,1.9,"Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation"
"Gâteau de semoule aux raisins et caramel","rayon frais",,"kgCO2e/kg de poids net",1.68,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau de semoule aux raisins et caramel","rayon frais",,"kgCO2e/kg de poids net",1.49,,,,,"France continentale","2023-03-16","2024-05-17",,2.3,"Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation"
"Gâteau marbré",,,"kgCO2e/kg de poids net",4.79,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau marbré",,,"kgCO2e/kg de poids net",3.22,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux au chocolat","préemballé",,"kgCO2e/kg de poids net",10.7,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux au chocolat","préemballé",,"kgCO2e/kg de poids net",9.34,,,,,"France continentale","2023-03-16","2024-05-17",,2.2,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux aux fruits",,,"kgCO2e/kg de poids net",2.33,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux aux fruits",,,"kgCO2e/kg de poids net",2,,,,,"France continentale","2023-03-16","2024-05-17",,3.7,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux aux fruits à coque",,,"kgCO2e/kg de poids net",4.48,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux aux fruits à coque",,,"kgCO2e/kg de poids net",3.4,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait",,,"kgCO2e/kg de poids net",10.7,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait",,,"kgCO2e/kg de poids net",9.34,,,,,"France continentale","2023-03-16","2024-05-17",,2.2,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré",,,"kgCO2e/kg de poids net",2.33,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré",,,"kgCO2e/kg de poids net",2,,,,,"France continentale","2023-03-16","2024-05-17",,3.5,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau moelleux nature type génoise",,,"kgCO2e/kg de poids net",3.96,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau moelleux nature type génoise",,,"kgCO2e/kg de poids net",2.82,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau mousse de fruits sur génoise","type miroir","bavarois","kgCO2e/kg de poids net",2,,,,,"France continentale","2023-03-16","2024-05-17",,3.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau mousse de fruits sur génoise","type miroir, bavarois",,"kgCO2e/kg de poids net",2.33,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau Paris-Brest (pâte à choux crème mousseline praliné)",,,"kgCO2e/kg de poids net",4.88,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau Paris-Brest (pâte à choux crème mousseline praliné)",,,"kgCO2e/kg de poids net",3.96,,,,,"France continentale","2023-03-16","2024-05-17",,2.6,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gâteau sablé aux fruits","préemballé",,"kgCO2e/kg de poids net",3.58,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gâteau sablé aux fruits","préemballé",,"kgCO2e/kg de poids net",2.46,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gaufre croustillante (fine ou sèche)","chocolatée","préemballée","kgCO2e/kg de poids net",3.06,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gaufre croustillante (fine ou sèche)","chocolatée, préemballée",,"kgCO2e/kg de poids net",4.63,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufre croustillante (fine ou sèche)","nature ou sucrée","préemballée","kgCO2e/kg de poids net",2.47,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gaufre croustillante (fine ou sèche)","nature ou sucrée, préemballée",,"kgCO2e/kg de poids net",3.25,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufre moelleuse (type bruxelloise ou liégeoise)","chocolatée","préemballée","kgCO2e/kg de poids net",5.33,,,,,"France continentale","2023-03-16","2024-05-17",,2.2,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gaufre moelleuse (type bruxelloise ou liégeoise)","chocolatée, préemballée",,"kgCO2e/kg de poids net",6.96,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufre moelleuse (type bruxelloise ou liégeoise)","nature ou sucrée","préemballée","kgCO2e/kg de poids net",2.61,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Gaufre moelleuse (type bruxelloise ou liégeoise)","nature ou sucrée, préemballée",,"kgCO2e/kg de poids net",3.79,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette","fourrée vanille","préemballée","kgCO2e/kg de poids net",2.88,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Gaufrette","fourrée vanille, préemballée",,"kgCO2e/kg de poids net",4.44,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette fourrée","aux fruits",,"kgCO2e/kg de poids net",3.4,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette fourrée","aux fruits",,"kgCO2e/kg de poids net",2.29,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Gaufrette fourrée chocolat","préemballée",,"kgCO2e/kg de poids net",8.6,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette fourrée chocolat","préemballée",,"kgCO2e/kg de poids net",6.74,,,,,"France continentale","2023-03-16","2024-05-17",,3,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Gaufrette fourrée fruits à coque (noisette","amande","praline, etc.), chocolatée ou non, préemballée","kgCO2e/kg de poids net",3.04,,,,,"France continentale","2023-03-16","2024-05-17",,3.4,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Gaufrette fourrée fruits à coque (noisette","amande, praline, etc.), chocolatée ou non, préemballée",,"kgCO2e/kg de poids net",4.88,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette ou éventail sans fourrage",,,"kgCO2e/kg de poids net",4.44,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Gaufrette ou éventail sans fourrage",,,"kgCO2e/kg de poids net",2.88,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Gaz d'aciérie",,,"kgCO2e/GJ PCI",183,182,0.0279,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz d'aciérie",,,"kgCO2e/GJ PCI",183,182,0.0279,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz de cokerie",,,"kgCO2e/GJ PCI",47.7,47,0.00837,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,
"Gaz de cokerie",,,"kgCO2e/GJ PCI",47.7,47,0.00837,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,
"Gaz de cokerie",,,"kgCO2e/GJ PCI",47.5,47,0.00837,0.491,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz de cokerie",,,"kgCO2e/GJ PCI",47.5,47,0.00837,0.491,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz de cokerie",,"PCI","GJ / tonne",38.7,,,,,"Europe","2014-10-02","2014-10-02",,,
"Gaz de cokerie",,"PCI","GJ / tonne",31.5,,,,,"France continentale","2014-10-02","2014-10-02",,,
"Gaz de haut fourneau",,,"kgCO2e/GJ PCI",269,268,0.00837,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,
"Gaz de haut fourneau",,,"kgCO2e/GJ PCI",269,268,0.00837,0.683,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,
"Gaz de haut fourneau",,,"kgCO2e/GJ PCI",268,268,0.00837,0.491,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz de haut fourneau",,,"kgCO2e/GJ PCI",268,268,0.00837,0.491,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,
"Gaz de haut fourneau",,"PCI","GJ / tonne",2.3,,,,,"France continentale","2014-10-02","2014-10-02",,,
"Gaz de haut fourneau",,"PCI","GJ / tonne",2.5,,,,,"Europe","2014-10-02","2014-10-02",,,
"Gaz naturel",,,"kgCO2e/kg",3.22,3.06,0.134,0.0328,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kg",2.72,2.69,0.00067,0.0328,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kg",0.498,0.365,0.133,0,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kg",3.33,3.12,0.181,0.0339,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kg",2.81,2.77,0.00692,0.0339,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kg",0.522,0.348,0.174,0,0,"France continentale","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.243,0.227,0.0132,0.00246,0,"Europe","2014-10-20","2015-07-23","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.205,0.202,0.000502,0.00246,0,"Europe","2014-10-20","2015-07-23","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.038,0.0253,0.0127,0,0,"Europe","2014-10-20","2015-07-23","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.242,0.226,0.0132,0.00246,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.204,0.201,0.000502,0.00246,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/kWh PCI",0.038,0.0253,0.0127,0,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les factures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",2.18,2.04,0.119,0.0221,0,"Europe","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",1.84,1.81,0.00453,0.0221,0,"Europe","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",0.342,0.228,0.114,0,0,"Europe","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",2.18,2.04,0.119,0.0221,0,"France continentale","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",1.84,1.81,0.00452,0.0221,0,"France continentale","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/litre",0.342,0.228,0.114,0,0,"France continentale","2014-10-20","2014-11-05","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",2758,2575,154,28.7,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",2391,2356,5.86,28.7,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",367,219,148,0,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",2736,2553,154,28.7,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",2379,2344,5.86,28.7,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tep PCI",357,209,148,0,0,"France continentale","2014-10-20","2018-09-18","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tonne",3152,2943,176,32.8,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tonne",2733,2693,6.7,32.8,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
"Gaz naturel",,,"kgCO2e/tonne",419,250,169,0,0,"Europe","2014-10-20","2014-10-20","DonnÃ©es de l'article L229-25 de la loi TECV",,"Attention les fatures de gaz naturel sont usuellement exprimées en PCS et non en PCI comme pour les autres combustibles !"
